Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People
Liberia,1995,43.949,16.615,6.208,50.906,47.745,49.28695122,0.635898779,2019148,0.0,0.0
Maldives,1995,33.625,7.409,4.845,63.876,63.734,63.80326829,2.402304563,239291,0.0,0.0
East Asia & Pacific (all income levels),1995,18.87496273,6.638121173,2.11566246,72.14675451,67.91602053,70.01865445,1.227647117,1914256532,11252539.0,0.576978075
Oman,1995,30.74,4.414,5.72,71.496,67.548,69.47385366,3.146491908,2109246,6751.0,0.320066981
Tanzania,1995,42.654,15.307,5.946,50.613,48.075,49.31304878,3.181702144,29067333,371.0,0.001276347
Cabo Verde,1995,35.02,7.352,4.708,70.839,63.622,67.1424878,2.707411231,389504,0.0,0.0
Gabon,1995,35.639,10.744,5.078,62.764,59.815,61.25353659,2.61888557,1052772,2581.0,0.245162295
European Union,1995,11.07744983,10.26421994,1.492867656,79.27427985,72.28348642,75.69004166,0.231637416,483040618,14002844.0,2.896911981
Jamaica,1995,24.1,5.5,2.778,73.061,67.681,70.30539024,0.774453955,2460002,26106.0,1.069988634
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
United Arab Emirates,1995,21.275,2.328,3.583,74.031,71.729,72.85192683,5.10141842,2232159,91488.0,4.098632759
Guam,1995,23.718,4.616,2.881,75.459,70.822,73.08395122,2.113118475,142806,4098.0,2.869627327
India,1995,28.43,9.882,3.549,60.625,59.051,59.81880488,1.865550803,938452550,0.0,0.0
Madagascar,1995,44.457,13.358,6.066,55.118,52.559,53.80729268,3.083065308,13039754,300.0,0.002300657
Lesotho,1995,33.86,10.577,4.617,59.575,56.852,58.18029268,1.852227117,1725118,0.0,0.0
OECD members,1995,14.42653834,8.465483459,1.863532678,78.98185361,72.34515437,75.58220598,0.826551773,1105504442,48615252.0,4.396188681
Pacific island small states,1995,31.41292958,7.097339813,4.163042584,66.73213957,63.14750213,64.89532302,1.734966429,1801594,1588.0,0.088974103
Turkey,1995,23.87,7.429,2.772,70.358,62.628,66.39873171,1.575114264,57613441,174779.0,0.303364973
Virgin Islands (U.S.),1995,19.8,4.85,2.599,79.901,72.25,75.98219512,0.691934278,107317,9142.857143,8.465451698
"Venezuela, RB",1995,26.117,4.839,3.147,74.723,68.895,71.73792683,2.179937343,21626607,319000.0,1.475034896
Bangladesh,1995,31.613,8.775,3.878,62.054,62.232,62.14517073,2.12862091,117369492,1104.0,0.000940619
Solomon Islands,1995,37.984,9.536,5.326,59.599,58.593,59.08373171,2.834350665,349250,144.0,0.04123121
Lebanon,1995,22.655,6.392,2.691,73.14,70.219,71.64387805,2.511744229,2974647,0.0,0.0
Mongolia,1995,25.266,9.052,2.941,63.619,58.546,61.02063415,0.761270324,2280519,0.0,0.0
France,1995,12.5,9.1,1.73,81.9,73.6,77.64878049,0.372741099,59325793,883000.0,1.527885256
Syrian Arab Republic,1995,32.987,4.1,4.618,72.702,70.558,71.60385366,2.784087039,13945646,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Somalia,1995,49.617,19.187,7.616,47.921,44.85,46.34804878,0.154078459,6278911,0.0,0.0
Peru,1995,27.497,6.594,3.413,70.011,65.133,67.5125122,1.844201141,23511358,52200.0,0.222020353
Vanuatu,1995,35.092,7.395,4.775,66.56,63.538,65.01214634,2.712936772,164209,64.0,0.038974721
Cote d'Ivoire,1995,39.883,14.687,5.904,51.837,48.975,50.37109756,3.117169239,13798862,0.0,0.0
Benin,1995,45.014,13.297,6.446,57.057,52.553,54.75007317,3.59560508,5786794,0.0,0.0
Other small states,1995,35.07860388,10.62218654,4.723409894,60.9706385,56.99460785,58.93018322,2.120215839,14483122,9099.0,0.069909567
Cuba,1995,14.871,7.152,1.628,77.161,73.263,75.16446341,0.527844663,10878823,1152.0,0.010589381
Cameroon,1995,42.882,13.669,6.08,54.83,52.032,53.39687805,2.827694338,13546948,1600.0,0.011810778
Low & middle income,1995,26.47691495,8.8553931,3.256455567,65.860311,62.30793244,64.0220661,1.724110456,4444642759,5912496.0,0.133328169
Togo,1995,40.551,12.139,5.837,55.935,54.331,55.11343902,2.397505027,4181481,0.0,0.0
China,1995,17.7,6.49,1.865,71.814,68.561,70.14782927,1.130260632,1191835000,1568000.0,0.127903776
Dominican Republic,1995,27.747,5.982,3.195,72.328,66.774,69.48326829,1.883289446,7834359,20990.0,0.267922366
Germany,1995,9.5,10.9,1.24,79.6,73.1,76.27073171,0.346856649,81438348,2490500.0,3.009651998
Ghana,1995,36.799,10.349,5.165,58.673,56.568,57.59482927,2.67959793,16339278,3336.0,0.020417059
Tonga,1995,30.026,6.17,4.501,71.541,68.545,70.00646341,0.158935999,95712,0.0,0.0
Indonesia,1995,23.486,7.288,2.764,67.111,63.151,65.08270732,1.617737709,191085673,78024.0,0.040831947
Latin America & Caribbean (developing only),1995,25.13723316,6.366147419,2.970803577,72.82915947,66.30101908,69.48486351,1.768238283,453847509,1950299.0,0.429744707
Colombia,1995,25.622,6.082,2.92,73.389,65.073,69.12958537,1.840501015,35915434,86805.0,0.24169275
Libya,1995,24.956,4.82,3.945,71.652,68.342,69.95663415,2.094230309,4654483,0.0,0.0
Finland,1995,12.8,9.4,1.85,80.15,72.82,76.39560976,0.431048903,5088333,675565.0,13.28153215
Central African Republic,1995,40.078,19.33,5.622,46.572,42.351,44.41002439,2.386824062,3200633,0.0,0.0
North America,1995,14.81066436,8.640502853,1.967801789,79.15409073,72.61096447,75.80227054,1.206983854,292297226,26005327.0,8.841667998
Vietnam,1995,24.173,5.844,2.878,76.532,67.337,71.82236585,1.680125519,70824500,12500.0,0.016722953
Kenya,1995,38.826,10.564,5.366,58.502,55.122,56.77078049,3.032325056,26634659,1990.0,0.007471468
"Korea, Dem. Rep.",1995,20.392,7.024,2.163,71.23,63.417,67.22821951,1.464749077,21478552,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritius,1995,19.6,6.7,2.25,74.0,66.5,70.15853659,1.400064494,1112846,5706.0,0.512193086
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Angola,1995,51.825,22.678,7.054,43.554,39.966,41.7162439,3.212619398,11743432,1824.0,0.015532086
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Egypt, Arab Rep.",1995,27.208,7.621,3.757,68.743,63.93,66.27780488,1.546105363,60231864,7371.0,0.012237709
South Africa,1995,26.474,8.084,3.196,65.417,58.527,61.88797561,2.136984306,38283223,340000.0,0.838227596
St. Vincent and the Grenadines,1995,23.233,6.817,2.76,72.73,68.447,70.53626829,0.029598661,108129,150.0,0.138723192
Fiji,1995,27.468,6.074,3.305,68.679,64.295,66.43353659,1.412767392,765664,1100.0,0.143666151
Caribbean small states,1995,22.13290096,6.872925959,2.565237872,71.95047209,66.04786443,68.92937362,0.769746753,6139813,36161.0,0.630540948
Brunei Darussalam,1995,28.562,3.206,3.064,76.613,72.871,74.69636585,2.722461102,287370,15623.0,5.43654522
Middle income,1995,24.68730349,8.186204246,2.984598797,67.39766851,63.6049861,65.4340569,1.592135588,3894337555,5894570.0,0.150182027
Austria,1995,11.5,10.0,1.47,79.73,73.34,76.45707317,0.384869547,7936118,278199.0,3.504549191
High income: OECD,1995,12.64816635,8.807420599,1.687683486,79.94482111,73.2762241,76.52856064,0.670640031,944006069,47728222.0,5.054168365
Mozambique,1995,43.282,18.896,6.031,46.87,43.822,45.30882927,3.692724379,15453464,0.0,0.0
Uganda,1995,49.552,17.591,7.039,47.071,45.094,46.05839024,3.293967439,20081152,0.0,0.0
Japan,1995,10.0,7.1,1.5,82.96,76.57,79.68707317,0.340685789,124961000,4331369.0,3.490181339
Niger,1995,54.728,20.54,7.771,46.644,46.238,46.43604878,3.435653045,8851763,0.0,0.0
United States,1995,15.0,8.8,2.0015,78.96,72.35,75.57439024,1.226296089,263126000,24134421.0,9.104921407
Afghanistan,1995,50.833,14.308,7.796,52.785,50.685,51.70939024,8.27812149,16485018,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Panama,1995,25.165,4.838,2.921,76.727,71.257,73.92529268,2.053695458,2700823,0.0,0.0
Mali,1995,47.704,19.157,6.973,47.318,47.696,47.51160976,2.591724719,8759442,0.0,0.0
Costa Rica,1995,23.647,4.034,2.835,78.943,74.288,76.55873171,2.423901253,3393575,6985.0,0.205830135
Euro area,1995,10.54835058,9.785901025,1.398610084,80.45749509,73.50233291,76.89151812,0.287524526,312487408,7930522.0,2.538062324
Ireland,1995,13.4,8.6,1.85,78.309,72.703,75.43763415,0.394187639,3590386,88000.0,2.453545736
Pakistan,1995,37.079,9.203,5.499,63.05,61.577,62.29553659,2.554994355,123450933,24662.0,0.019977168
Nigeria,1995,43.387,18.236,6.303,47.049,45.168,46.08556098,2.497092552,105752796,12800.0,0.012103699
Lower middle income,1995,29.55619462,9.783911692,3.817341114,62.65833212,59.5723509,61.06108715,1.930742462,1876347799,400676.0,0.021328572
Ecuador,1995,27.715,5.678,3.407,73.423,68.236,70.7662439,2.182720736,11075454,18920.0,0.170828212
Australia,1995,14.5,7.1,1.842,80.9,75.0,77.87804878,1.058508842,17855000,1220000.0,6.807810813
Algeria,1995,26.279,5.631,3.705,69.245,66.089,67.6285122,2.091750026,28752749,1348.0,0.004688247
Chile,1995,20.769,5.399,2.453,77.742,71.821,74.70929268,1.749482467,14204726,115691.0,0.814454288
Puerto Rico,1995,17.5,7.7,2.124,78.79,69.393,73.97690244,0.928877577,3649237,175000.0,4.784861682
Belize,1995,33.263,5.645,4.201,73.087,67.655,70.3047561,1.960299119,202348,832.0,0.411172831
Fragile and conflict affected situations,1995,39.52542678,12.83588313,5.632867396,56.96934299,53.86515674,55.46578298,2.854777473,285325144,11213.0,0.004630601
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
East Asia & Pacific (developing only),1995,19.73118777,6.656552936,2.179103698,71.01893233,67.14189519,69.0226248,1.300339114,1691423121,3155002.0,0.182521746
Denmark,1995,13.4,11.8,1.81,78.1,72.78,75.37512195,0.337707376,5206180,503500.0,9.661657764
Philippines,1995,31.315,6.371,4.056,68.848,63.03,65.86804878,2.2795756,68050807,171903.0,0.252609789
Portugal,1995,10.9,9.9,1.45,78.5,71.5,74.91463415,0.269089468,9991525,173508.0,1.726440031
Morocco,1995,26.672,6.356,3.457,68.255,64.898,66.53556098,1.60610365,26421309,13794.0,0.05220786
Namibia,1995,35.675,8.796,4.715,63.033,58.334,60.62619512,2.928707905,1605828,0.0,0.0
French Polynesia,1995,24.371,5.197,2.946,72.363,68.052,70.15492683,1.540752452,211584,0.0,0.0
Guinea-Bissau,1995,43.967,16.011,6.404,52.489,48.268,50.32702439,2.27050204,1114249,0.0,0.0
Kiribati,1995,34.067,8.499,4.476,65.207,59.252,62.15687805,1.270210278,75346,0.0,0.0
Switzerland,1995,11.9,8.8,1.49,81.71,75.15,78.35,0.797158411,6993795,332165.0,4.772581632
Grenada,1995,23.35,8.607,3.254,71.498,66.922,69.15419512,1.113792147,99403,350.0,0.352102049
Chad,1995,51.412,19.003,7.416,47.577,45.271,46.39587805,3.205593424,6755540,0.0,0.0
Uruguay,1995,17.838,9.596,2.432,77.254,69.568,73.31726829,0.732645583,3201235,6825.0,0.213198969
Equatorial Guinea,1995,43.99,18.612,5.901,49.111,45.962,47.49809756,3.357710568,427503,0.0,0.0
"Korea, Rep.",1995,16.0,5.4,1.656,77.11,69.17,73.04317073,1.006157245,44641540,960258.0,2.164843483
Djibouti,1995,37.136,10.692,5.548,58.738,55.43,57.04365854,1.682755224,652793,0.0,0.0
Antigua and Barbuda,1995,19.54,7.264,2.166,74.697,69.613,72.093,2.559910898,66550,866.6666667,1.233777019
Low income,1995,39.11591858,13.58149176,5.341889658,55.19977976,52.99163737,54.05039747,2.667945264,550305204,17926.0,0.003517707
High income,1995,12.71201153,9.527744457,1.706293773,78.63485749,71.11670532,74.75434414,0.618584941,1169674305,49598694.0,4.23464484
Burundi,1995,46.251,18.151,7.368,47.883,45.048,46.43092683,1.795089912,6112449,378.0,0.006184101
Least developed countries: UN classification,1995,40.69193864,14.14187455,5.657814192,54.1820041,52.24394398,53.17401722,2.803508707,569312072,26882.0,0.005091104
Cyprus,1995,17.114,6.903,2.206,79.24,75.116,77.12770732,2.216542635,837166,22938.0,2.739958383
Barbados,1995,14.853,9.592,1.724,74.152,69.531,71.78514634,0.277399039,262441,2967.0,1.130539817
Qatar,1995,20.885,2.069,3.648,76.722,75.257,75.97163415,0.630129468,495106,11533.0,2.329400169
Italy,1995,9.4,9.7,1.21,81.2,74.8,77.92195122,0.020372074,56843400,2240000.0,3.932290383
Sudan,1995,41.224,11.52,5.893,57.972,54.705,56.29865854,4.03995165,23683211,0.0,0.0
Sub-Saharan Africa (developing only),1995,42.93263509,15.91674364,6.101266268,51.35594596,48.58923494,49.93609053,2.750638956,565549535,372608.0,0.070651278
Singapore,1995,16.4,4.7,1.75,78.5,74.2,76.29756098,3.134307811,3419000,235630.0,6.952534047
Malta,1995,13.1,7.3,1.88,79.0,74.9,76.9,0.883653356,367941,7500.0,1.912899318
Netherlands,1995,12.7,8.7,1.57,80.31,74.58,77.37512195,0.602938474,15382838,321000.0,2.095556871
Suriname,1995,22.815,7.176,2.651,71.209,64.483,67.76397561,1.320875958,429968,1382.0,0.321419268
"Iran, Islamic Rep.",1995,25.415,5.775,3.492,67.754,66.813,67.27202439,1.147425323,59663107,9200.0,0.015419914
Israel,1995,21.2,6.5,2.9,79.4,75.5,77.40243902,2.589262849,5399000,133425.0,2.583802439
Malaysia,1995,27.112,4.639,3.385,73.618,69.777,71.65065854,2.531640453,20206546,571720.0,2.829380142
Iceland,1995,16.7,6.5,2.14,81.47,77.13,79.24707317,0.866835947,266021,21845.0,8.246726037
Zambia,1995,44.582,20.494,6.245,41.734,40.836,41.27404878,2.374732052,8625477,0.0,0.0
Sub-Saharan Africa (all income levels),1995,42.93343376,15.91877947,6.101114275,51.35429337,48.58719911,49.93424879,2.75113734,565977038,372608.0,0.070594054
Senegal,1995,41.712,11.15,6.169,59.063,55.926,57.4562439,2.886794352,8475766,98.0,0.001156238
Papua New Guinea,1995,35.503,9.903,4.685,59.789,54.453,57.05592683,2.545707087,4595761,0.0,0.0
Malawi,1995,47.926,18.355,6.536,47.879,45.896,46.86331707,0.520060532,9851737,0.0,0.0
Zimbabwe,1995,34.326,11.885,4.554,54.427,51.962,53.16443902,1.92460203,11428655,0.0,0.0
Jordan,1995,33.478,4.625,4.832,72.19,69.381,70.7512439,3.891541625,4061000,1446.0,0.034812194
Poland,1995,12.5,10.0,1.81,76.1,67.5,71.69512195,0.211012329,38542652,38942.0,0.101261502
Mauritania,1995,39.719,10.153,5.758,60.484,57.71,59.06317073,2.884372041,2267433,0.0,0.0
Small states,1995,31.25640061,9.323015846,4.05536484,64.40201371,59.94089248,62.11361998,1.716041222,22424529,46848.0,0.228136304
New Caledonia,1995,23.2,5.8,2.676666667,73.9,67.6,70.67317073,2.936706279,187111,0.0,0.0
Trinidad and Tobago,1995,16.841,7.628,2.04,71.537,65.272,68.32809756,0.473479736,1250316,2599.0,0.207867451
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Honduras,1995,36.066,6.048,4.735,70.839,66.149,68.43680488,2.549040633,5457189,0.0,0.0
Myanmar,1995,24.077,9.474,2.945,62.329,57.948,60.08507317,1.42754184,44686091,1920.0,0.004296639
Mexico,1995,26.914,5.019,3.04,75.079,69.778,72.36385366,2.038729207,93541577,569251.0,0.608553991
Tunisia,1995,22.7,5.7,2.9,72.9,69.1,70.95365854,1.808574547,8815400,2709.0,0.030665204
Nicaragua,1995,33.833,6.152,4.225,69.42,64.347,66.82163415,2.370447874,4557125,2183.0,0.047903009
"Congo, Dem. Rep.",1995,48.799,18.618,7.267,48.21,45.364,46.75229268,3.638110837,40711816,6375.0,0.015174047
Comoros,1995,36.964,11.063,5.257,58.314,54.742,56.48443902,2.414180921,454665,0.0,0.0
United Kingdom,1995,13.0,10.8,1.74,79.6,74.3,76.88536585,0.254586487,57865745,3940000.0,6.812778164
"Gambia, The",1995,46.532,13.501,6.056,54.582,52.011,53.26514634,2.771861254,1036580,812.0,0.078334523
High income: nonOECD,1995,12.97944747,12.54445406,1.794745066,72.63528811,61.02294949,67.32198601,0.401412586,225668236,1870472.0,0.824265197
Greece,1995,9.8,9.3,1.35,80.2,75.2,77.63902439,0.832668776,10553035,153000.0,1.447153501
Paraguay,1995,31.115,6.135,4.177,71.051,66.521,68.7307561,2.379147888,4691695,7660.0,0.16326722
Botswana,1995,31.14,8.621,4.117,61.668,56.642,59.09370732,2.594232105,1544865,0.0,0.0
Heavily indebted poor countries (HIPC),1995,44.61035727,15.91751555,6.439353969,51.46412055,48.94616342,50.17309566,3.113439026,400226316,15197.0,0.0041613
Canada,1996,12.6,7.1,1.639,81.02,75.08,77.97756098,0.828159179,29354000,2589780.0,8.840378661
Sao Tome and Principe,1996,35.79,9.068,4.956,64.428,60.801,62.57026829,1.735352798,130378,0.0,0.0
Lao PDR,1996,38.467,10.677,5.398,59.364,56.86,58.08146341,2.501113995,4871472,1539.0,0.031592094
Arab World,1996,31.02189972,7.064646851,4.393506717,68.11574635,64.66574955,66.34397167,2.973166357,250504422,501551.0,0.197623255
Latin America & Caribbean (all income levels),1996,24.49564837,6.299725965,2.886212661,73.38277227,66.86667306,70.04544378,1.715125208,485244174,3928099.0,0.809974651
Cambodia,1996,33.391,10.476,4.62,60.559,55.078,57.75165854,3.197805849,10769198,14100.0,0.13092897
Ethiopia,1996,46.206,16.326,6.995,50.483,48.092,49.25834146,3.250169493,57023519,0.0,0.0
Aruba,1996,16.692,6.944,2.064,76.1,71.148,73.56360976,4.619164598,80326,1718.0,2.138784453
Sri Lanka,1996,19.009,7.279,2.291,72.945,66.064,69.42058537,1.36011201,18136000,51316.0,0.281311331
Swaziland,1996,36.713,10.359,4.866,57.701,55.143,56.39080488,2.013539044,963428,0.0,0.0
South Asia,1996,29.33592702,9.551851457,3.725124808,61.48927815,59.88327934,60.66559712,2.022052163,1259426817,171460.0,0.013612987
Argentina,1996,20.503,7.976,2.774,76.377,69.129,72.66460976,1.253257095,34833168,405395.0,1.163818921
Bolivia,1996,34.403,9.307,4.575,62.986,59.286,61.09087805,2.272930034,7635362,7229.0,0.094677895
"Bahamas, The",1996,22.063,5.608,2.514,74.683,68.005,71.26256098,1.521967961,280050,4100.0,1.464024281
Burkina Faso,1996,46.938,16.623,6.844,50.738,48.017,49.34431707,2.745914082,10089876,0.0,0.0
Bahrain,1996,24.421,3.082,3.1,74.56,72.598,73.55507317,2.616736598,563730,27600.0,4.895960832
Saudi Arabia,1996,31.508,4.515,4.989,72.936,69.239,71.04241463,2.014693506,18567343,16008.0,0.08621589
Middle East & North Africa (all income levels),1996,27.89935759,6.071158508,3.899555028,69.78277739,66.77631382,68.23990454,2.606495268,283211762,973700.0,0.346883773
Guatemala,1996,38.18,7.482,5.237,68.429,61.662,64.96297561,2.304661432,9983861,29999.0,0.300474937
Guinea,1996,44.368,15.563,6.308,52.175,51.247,51.69968293,4.210318197,7837173,950.0,0.012121718
World,1996,23.16597771,8.951751359,2.859270962,68.74417309,64.24339557,66.43748323,1.489642445,5697950314,90742447.0,1.585085397
St. Lucia,1996,23.856,7.253,2.873,73.199,69.259,71.18095122,1.216565011,147040,1000.0,0.680087051
"Congo, Rep.",1996,38.373,13.284,5.154,54.318,51.646,52.94941463,2.71290469,2720633,0.0,0.0
Spain,1996,9.2,8.8,1.17,81.73,74.41,77.98073171,0.233979972,39387017,944955.0,2.397111579
Liberia,1996,43.786,16.023,6.156,51.535,48.856,50.16282927,2.965427196,2079921,0.0,0.0
Maldives,1996,31.937,6.978,4.56,64.768,64.473,64.61690244,2.343495868,244965,0.0,0.0
East Asia & Pacific (all income levels),1996,18.31777051,6.692746838,2.015395052,72.32133446,68.07001951,70.18070907,1.204200201,1937308013,24599537.0,1.247685101
Oman,1996,29.306,4.209,5.346,72.024,68.05,69.98853659,2.127455382,2154600,8052.0,0.373712058
Tanzania,1996,42.357,15.295,5.883,50.361,48.043,49.17373171,2.972408975,29944302,3500.0,0.011688367
Cabo Verde,1996,34.016,7.147,4.55,71.31,63.863,67.49568293,2.528205675,399477,0.0,0.0
Gabon,1996,35.248,10.742,4.987,62.577,59.683,61.09470732,2.597592481,1080477,4000.0,0.370206862
European Union,1996,10.769127,10.36161898,1.45197611,79.38923232,72.41684145,75.81443004,0.198276494,483998374,22064788.0,4.555055819
Jamaica,1996,25.5,6.2,2.744,73.085,67.587,70.26895122,0.809639722,2480000,45138.0,1.833349512
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
United Arab Emirates,1996,20.238,2.239,3.393,74.281,72.018,73.12190244,4.987247177,2346305,128968.0,5.496642593
Guam,1996,23.439,4.587,2.872,75.762,71.114,73.38131707,1.911504686,145562,4965.0,3.410917685
India,1996,27.901,9.706,3.473,61.068,59.351,60.18856098,1.832094718,955804355,76680.0,0.008022562
Madagascar,1996,44.09,12.809,5.999,55.914,53.376,54.61404878,3.116420382,13452526,1300.0,0.009663613
Lesotho,1996,33.627,11.179,4.548,58.145,55.593,56.83787805,1.65030929,1753824,0.0,0.0
OECD members,1996,14.09286982,8.501238665,1.826337267,79.0624083,72.49710624,75.69947731,0.802476649,1114375857,77479709.0,6.951194573
Pacific island small states,1996,31.023359,6.967038097,4.109641631,67.08059365,63.42815688,65.27364384,1.608964062,1830581,3115.0,0.171783783
Turkey,1996,23.462,7.242,2.715,70.975,63.179,66.98192683,1.565232876,58522320,437130.0,0.746945781
Virgin Islands (U.S.),1996,18.7,5.025,2.481,80.131,72.579,76.26290244,0.46482741,107817,11428.57143,10.58181462
"Venezuela, RB",1996,25.584,4.852,3.082,74.857,69.016,71.86526829,2.129770802,22092144,403800.0,1.827799058
Bangladesh,1996,30.79,8.479,3.732,62.657,62.729,62.69387805,2.107735022,119869585,2500.0,0.0020856
Solomon Islands,1996,37.476,9.191,5.197,60.286,59.134,59.69595122,2.819155599,359236,230.0,0.064024764
Lebanon,1996,22.127,6.256,2.617,73.569,70.635,72.06621951,1.956070412,3033406,120000.0,3.955949187
Mongolia,1996,23.842,8.818,2.738,63.774,58.779,61.21558537,0.766354555,2298063,0.0,0.0
France,1996,12.8,9.1,1.74,81.9,73.8,77.75121951,0.361612779,59540711,1302496.0,2.24533597
Syrian Arab Republic,1996,32.614,4.01,4.495,73.08,70.801,71.91270732,2.776274917,14338240,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Somalia,1996,49.754,18.571,7.655,48.744,45.655,47.16182927,1.069746797,6346440,0.0,0.0
Peru,1996,26.88,6.436,3.317,70.538,65.613,68.01543902,1.803620728,23939261,73543.0,0.307206643
Vanuatu,1996,34.783,7.212,4.73,67.041,63.953,65.45934146,2.422774883,168236,121.0,0.071922775
Cote d'Ivoire,1996,39.642,15.135,5.81,50.787,48.463,49.59665854,2.988255168,14217430,0.0,0.0
Benin,1996,44.631,13.14,6.365,57.086,52.654,54.81595122,3.378784956,5985658,1050.0,0.017541931
Other small states,1996,34.53470546,10.70733759,4.64514368,60.63719888,56.74174164,58.63805232,2.019350524,14775587,20727.0,0.155835473
Cuba,1996,14.458,7.139,1.614,77.427,73.491,75.411,0.487740181,10932013,1939.0,0.017736898
